"Länderarbeitskreis Energiebilanzen"
"Vollständige Energiebilanz "
"Einheit: Terajoule"
" "
Land;Jahr;Bilanzzeile;Anm;Insgesamt;"Kohle (roh)";Briketts;Koks;"Andere Steinkohlen produkte";"Kohle (roh)";Briketts;"Koks, Hartbraun kohle, andere Braunkohlen produkte";"Erdöl (roh)";Rohbenzin;"Ottokraft stoffe";"Dieselkraft stoffe";"Flugturbinen kraftstoffe";"Heizöl leicht";"Heizöl schwer";Petrolkoks;"Andere Mineralöl produkte";Flüssiggas;Raffineriegas;"Kokereigas, Stadtgas";"Gichtgas, Konvertergas";"Erdgas, Erdölgas";"Grubengas, sonstige Gase";"Klärgas, Deponiegas";Wasserkraft;Windkraft;Solarenergie;"Biomasse 1)";"Sonstige erneuerbare Energien 2)";Strom;Kernenergie;Fernwärme;"Andere Energieträger";Stand
Mecklenburg-Vorpommern;2018;"Küsten- und Binnenschifffahrt";;166.063062196545;0;0;0;0;0;0;0;0;0;0;120.011890215474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.0511719810708;0;0;0;0;0;15.07.2021
Mecklenburg-Vorpommern;2018;"Verkehr insgesamt";;47401.8838164647;0;0;0;0;0;0;0;0;0;14038.4668387957;27842.7585299899;235.09199857984;0;0;0;0;482.253628271351;0;0;0;105.751668837496;0;0;0;0;0;3864.08475199044;0;833.4764;0;0;0;15.07.2021
Mecklenburg-Vorpommern;2018;Haushalte;;40600.3274029825;4.94436776931675;0;0;0;0;735.890510296717;0;0;0;163.765176280036;0;0;4418.06018462329;0;0;10.4970843326623;2665.06415096178;0;0;0;16284.8672126352;0;0;0;0;241.117589953966;867.07718;766.453546129458;8081.7072;0;6360.8832;0;15.07.2021
Mecklenburg-Vorpommern;2018;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;27597.4204316728;1.45976572236971;0;0;0;0;0;0;0;0;283.313754964463;4200.41615754158;0.0157144551509433;1659.37130337671;0;0;0;638.917372022133;0;0;0;8883.83514140814;0;0;0;0;10.8824100460339;416.60662361607;62.8553885201853;8103.352;0;3336.3948;0;15.07.2021
Mecklenburg-Vorpommern;2018;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;68197.7478346553;6.40413349168646;0;0;0;0;735.890510296717;0;0;0;447.078931244499;4200.41615754158;0.0157144551509433;6077.431488;0;0;10.4970843326623;3303.98152298392;0;0;0;25168.7023540434;0;0;0;0;252;1283.6838036160748;829.308934649643;16185.0592;0;9697.278;0;15.07.2021
Mecklenburg-Vorpommern;2019;Gewinnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Bezüge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Bestandsentnahmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Energieaufkommen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Lieferungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Bestandsaufstockungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Primärenergieverbrauch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Kokereien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Industriewärmekraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Kernkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Wasserkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Heizwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Hochöfen, Konverter";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Raffinerien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Sonstige Energieerzeuger";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Einsatz: Insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Kokereien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Industriewärmekraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Kernkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Wasserkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Heizwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Hochöfen, Konverter";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Raffinerien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Sonstige Energieerzeuger";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Ausstoß: Insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Kokereien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Kraftwerke, Heizwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Sonstige Energieerzeuger";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Umw-Verbrauch: Insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Fackel- und Leitungsverluste";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Energieangebot nach Umwandlungsbilanz";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Nichtenergetischer Verbrauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Statistische Differenzen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Endenergieverbrauch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Schienenverkehr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Straßenverkehr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Luftverkehr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Küsten- und Binnenschifffahrt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Verkehr insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;Haushalte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2019;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Gewinnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Bezüge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Bestandsentnahmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Energieaufkommen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Lieferungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Bestandsaufstockungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Primärenergieverbrauch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Kokereien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Industriewärmekraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Kernkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Wasserkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Heizwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Hochöfen, Konverter";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Raffinerien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Sonstige Energieerzeuger";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Einsatz: Insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Kokereien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Industriewärmekraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Kernkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Wasserkraftwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Heizwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Hochöfen, Konverter";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Raffinerien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Sonstige Energieerzeuger";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Ausstoß: Insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Kokereien";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Kraftwerke, Heizwerke";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Sonstige Energieerzeuger";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Umw-Verbrauch: Insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Fackel- und Leitungsverluste";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Energieangebot nach Umwandlungsbilanz";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Nichtenergetischer Verbrauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Statistische Differenzen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Endenergieverbrauch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Schienenverkehr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Straßenverkehr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Luftverkehr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Küsten- und Binnenschifffahrt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Verkehr insgesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;Haushalte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecklenburg-Vorpommern;2020;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niedersachsen;2017;Gewinnung;LAK3);524428.627851432;0;0;0;0;0;0;0;34599.07;0;0;0;0;0;0;0;0;0;0;0;0;222128.635239709;862.12566;1861.038;839.2068;98693.828140089;12302.3448;134956.47102670796;2850.40649992646;0;0;0;15335.501685;28.02.2022
Niedersachsen;2017;Bezüge;LAK3);948845.493916429;161091.07638;0;4156.64313;0;0;852.75411;3195.39390216;150300.85389124;0;35837.9135127426;97505.3559614233;0;44271.5955571785;-0.00000000000005684341;-0.00000000000021316282;-0.00000000000105160324;2746.24658604262;0;0;0;213847.137484663;0;0;0;0;0;5857.87945407823;0;0;229182.6439469;0;0;28.02.2022
Niedersachsen;2017;Bestandsentnahmen;LAK3);261.601896862766;0;0;0;0;0;0;40.74962;0;0;0;28.673860560069;0;0;66.28776;37.30601;74.44359;0;0;0;0;0;0;0;0;0;0;14.141056302697429;0;0;0;0;0;28.02.2022
Niedersachsen;2017;Energieaufkommen;LAK3);1473535.72366472;161091.07638;0;4156.64313;0;0;852.75411;3236.14352216;184899.92389124;0;35837.9135127426;97534.0298219834;0;44271.5955571785;66.2877599999999;37.3060099999998;74.4435899999989;2746.24658604262;0;0;0;435975.772724371;862.12566;1861.038;839.2068;98693.828140089;12302.3448;140828.49153708888;2850.40649992646;0;229182.6439469;0;15335.501685;28.02.2022
Niedersachsen;2017;Lieferungen;LAK3);133905.792357481;0;0;0;1720.700505;0;0;0;0;612.88569933714;0;0;1327.55078379575;0;1794.309454;3638.34233;21518.9620994904;0;0;0;0;0;0;0;0;0;0;0;0;103293.041485858;0;0;0;28.02.2022
Niedersachsen;2017;Bestandsaufstockungen;LAK3);3854.18541815958;102.19622;0;143.59184;0;0;0;0;0;0;0;0;0;1079.49634;0;0;0;0.88986;0;0;0;2507.05008815958;0;0;0;0;0;8.383930000000001;0;0;0;0;12.57714;28.02.2022
Niedersachsen;2017;Primärenergieverbrauch;LAK3);1335775.74588908;160988.88016;0;4013.05129;-1720.700505;0;852.75411;3236.14352216;184899.92389124;-612.88569933714;35837.9135127426;97534.0298219834;-1327.55078379575;43192.0992171785;-1728.021694;-3601.03632;-21444.5185094904;2745.35672604262;0;0;0;433468.722636212;862.12566;1861.038;839.2068;98693.828140089;12302.3448;140820.10760708887;2850.40649992646;-103293.041485858;229182.6439469;0;15322.924545000002;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Kokereien";LAK3);54415.3992;52203.5272;0;0;0;0;0;0;0;0;0;0;0;0;0;2211.872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";LAK3);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";"LAK3), LAK2)";115076.445474418;67082.47754;0;0;0;0;0;0;0;0;0;0.07591344;0;428.04165;121.83307;37.34826;131.27653;0.00306;0;0;0;29328.02199;0;162.75;0;0;0;13383.112550977634;0;0;0;0;4401.50491;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";LAK3);30899.50982;10384.11064;0;0;0;0;0;0;0;0;0;0;0;15.53429;558.08398;13.9641;0;0;0;0;0;12777.58793;0;0;0;0;0;5866.720625;0;0;0;0;1283.508255;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Industriewärmekraftwerke";LAK3);72328.559326014;20386.4383;0;0;0;0;0;0;0;0;0;40.2287223550944;0;34.07622;0.93258;0;0;0;1400.976;6329.0240832;11494.7124762;28327.28406;0;57.96537;0;0;0;1997.5479342589101;0;0;0;0;2259.37358;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Kernkraftwerke";LAK3);229182.6439469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229182.6439469;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Wasserkraftwerke";LAK3);2025.684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839.2068;0;0;0;0;1186.4772;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";LAK3);182870.854621797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1273.87863;0;98693.828140089;10016.3448;72886.80305170799;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Heizwerke";"LAK3), LAK2)";4207.17656;154.64901;0;0;0;0;0;0;0;0;0;0;0;10.79952;2.74891;0;0;0;0;0;0;3298.80892;0;0;0;0;0;618.5447899999999;0;0;0;0;121.62541;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Hochöfen, Konverter";LAK3);23311.654584218;0;0;23311.654584218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Raffinerien";LAK3);191962.81728175;0;0;0;0;0;0;0;184899.92389124;0;0;0;0;0;0;0;7062.89339050962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Sonstige Energieerzeuger";LAK3);27658.35422;0;0;0;0;0;0;0;0;0;0;0;0;1381.56318;0;0;0;0;0;0;0;26249.72004;0;27.071;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Einsatz: Insgesamt";LAK3);933939.099035096;150211.20269;0;23311.654584218;0;0;0;0;184899.92389124;0;0;40.3046357950944;0;1870.01486;683.59854;2263.18436;7194.16992050962;0.00306;1400.976;6329.0240832;11494.7124762;99981.42294;0;1521.665;839.2068;98693.828140089;10016.3448;94752.72895194453;0;1186.4772;229182.6439469;0;8066.012155;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Kokereien";LAK3);54214.723503818;0;0;41213;1720.700505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11281.022998818;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";LAK3);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";"LAK3), LAK2)";49615.243812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49615.243812;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";LAK3);27358.8349933738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8870.368428;0;18488.4665653738;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Industriewärmekraftwerke";LAK3);29964.08142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29964.08142;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Kernkraftwerke";LAK3);75630.90276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75630.90276;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Wasserkraftwerke";LAK3);1544.0328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1544.0328;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";LAK3);135782.865760089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135782.865760089;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Heizwerke";"LAK3), LAK2)";4447.53731862624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4447.53731862624;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Hochöfen, Konverter";LAK3);23311.654584218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23311.654584218;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Raffinerien";LAK3);181016.004664622;0;0;0;0;0;0;0;0;748;40232.808;70155.96;8144.17354860887;11645.952;2858.220864;6016;31192.6829720132;3661.29;6360.91728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.2022
Niedersachsen;2017;"Umw-Ausstoß: Sonstige Energieerzeuger";LAK3);11052.514152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11052.514152;0;0;0;28.02.2022
