"Länderarbeitskreis Energiebilanzen"
"Vollständige Energiebilanz "
"Einheit: Terajoule"
" "
Land;Jahr;Bilanzzeile;Anm;Insgesamt;"Kohle (roh)";Briketts;Koks;"Andere Steinkohlen produkte";"Kohle (roh)";Briketts;"Koks, Hartbraun kohle, andere Braunkohlen produkte";"Erdöl (roh)";Rohbenzin;"Ottokraft stoffe";"Dieselkraft stoffe";"Flugturbinen kraftstoffe";"Heizöl leicht";"Heizöl schwer";Petrolkoks;"Andere Mineralöl produkte";Flüssiggas;Raffineriegas;"Kokereigas, Stadtgas";"Gichtgas, Konvertergas";"Erdgas, Erdölgas";"Grubengas, sonstige Gase";"Klärgas, Deponiegas";Wasserkraft;Windkraft;Solarenergie;"Biomasse 1)";"Sonstige erneuerbare Energien 2)";Strom;Kernenergie;Fernwärme;"Andere Energieträger";Stand
Bremen;2017;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";" LAK3)";1722.0170935752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314.23699999999997;0;1168.36827985465;125.9970192;113.414794520548;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Einsatz: Heizwerke";" LAK3), LAK2)";3344.6412276;1441.89814;0;0;0;0;0;0;0;0;0;0;0;39.107;0;0;0;0;0;0;0;914.2610476;0;0;0;0;0;475.09852;0;0;0;0;474.27652;03.02.2022
Bremen;2017;"Umw-Einsatz: Hochöfen, Konverter";" LAK3)";16378.1338248;0;0;16378.1338248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Einsatz: Raffinerien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Einsatz: Sonstige Energieerzeuger";" LAK3)";190.152347523659;0;0;0;0;0;0;0;0;0;0;0;0;4.57236;0;0;108.673707894231;0;0;0;0;63.5992796294286;0;0;0;0;0;13.307;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Einsatz: Insgesamt";" LAK3)";96903.4153638989;39372.59136;0;16378.1338248;0;0;0;0;0;0;0;0;0;110.37614;161.33344;0;108.673707894231;0;0;0;8850.629;16537.7059476294;0;314.23699999999997;138.9744;1168.36827985465;125.9970192;6985.952484520548;0;0;0;0;6650.44276;03.02.2022
Bremen;2017;"Umw-Ausstoß: Kokereien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";" LAK3), LAK2)";23925.086028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23925.086028;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";" LAK3)";4480.1330508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1700.3853108;0;2779.74774;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Industriewärmekraftwerke";" LAK3)";4302.9873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4302.9873;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Kernkraftwerke";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Wasserkraftwerke";" LAK3)";138.9744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138.9744;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";" LAK3)";1455.52289905465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1455.52289905465;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Heizwerke";" LAK3), LAK2)";2635.790796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2635.790796;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Hochöfen, Konverter";" LAK3)";16378.1338248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16378.1338248;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Raffinerien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Sonstige Energieerzeuger";" LAK3)";154.847318694231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108.673707894231;0;0;0;0;0;0;0;0;0;0;0;0;13.8168108;0;32.3568;0;03.02.2022
Bremen;2017;"Umw-Ausstoß: Insgesamt";" LAK3)";53471.4756173489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108.673707894231;0;0;0;16378.1338248;0;0;0;0;0;0;0;0;31536.7727486547;0;5447.895336;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Kokereien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Kraftwerke, Heizwerke";" LAK3)";2958.97166065465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2423.86276465465;0;535.108896;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";" LAK3)";17.62171;0;0;0;0;0;0;0;0;0;0;0;0;1.13521;0;0;0;0;0;0;0;12.3177;0;0;0;0;0;0;0;4.1688;0;0;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Sonstige Energieerzeuger";" LAK3)";121.9483876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.985;0;0;0;0;0;116.9925876;0;3.9708;0;03.02.2022
Bremen;2017;"Umw-Verbrauch: Insgesamt";" LAK3)";3098.54175825465;0;0;0;0;0;0;0;0;0;0;0;0;1.13521;0;0;0;0;0;0;0;12.3177;0;0.985;0;0;0;0;0;2545.02415225465;0;539.079696;0;03.02.2022
Bremen;2017;"Fackel- und Leitungsverluste";" LAK3)";2817.93176469604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1206.1090188;0;0;4.411;0;0;0;0;0;981.368922517889;0;626.042823378155;0;03.02.2022
Bremen;2017;"Energieangebot nach Umwandlungsbilanz";" LAK3)";111179.124420714;12923.21052;0;15599.3525952;0;0;22.3943967;3803.38075804;0;0;5426.84431631841;12522.2418494443;1667.3729536;4641.96999250309;0;0;788.867755568753;197.391491730893;0;0;6321.395806;25162.8649150075;0;0;0;0;54;1460.945014763949;79.0996360624193;16225.0196031532;0;4282.77281662184;0;03.02.2022
Bremen;2017;"Nichtenergetischer Verbrauch";" LAK3)";918.119084120107;0;0;0;0;0;0;134.90266896;0;0;0;0;0;0;0;0;780.558715160107;0;0;0;0;2.6577;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Statistische Differenzen";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;Endenergieverbrauch;" LAK3)";110261.005336594;12923.21052;0;15599.3525952;0;0;22.3943967;3668.47808908;0;0;5426.84431631841;12522.2418494443;1667.3729536;4641.96999250309;0;0;8.30904040864517;197.391491730893;0;0;6321.395806;25160.2072150075;0;0;0;0;54;1460.945014763949;79.0996360624193;16225.0196031532;0;4282.77281662184;0;03.02.2022
Bremen;2017;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";" LAK3)";58762.0743924;12923.21052;0;15599.3525952;0;0;0;3661.82336;0;0;0;18.11151;0;183.05109;0;0;0;0.68112;0;0;6321.395806;10647.41122;0;0;0;0;0;7.62231;0;8354.4236812;0;1044.99118;0;03.02.2022
Bremen;2017;Schienenverkehr;" LAK3)";654.482210485495;0;0;0;0;0;0;0;0;0;0;201.03103439621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.6207236892847;0;442.8304524;0;0;0;03.02.2022
Bremen;2017;Straßenverkehr;" LAK3)";17056.7696675828;0;0;0;0;0;0;0;0;0;5302.65325140479;10855.6758573953;0;0;0;0;0;94.6448067392074;0;0;0;6.93969956412492;0;0;0;0;0;792.87605247935;0;3.98;0;0;0;03.02.2022
Bremen;2017;Luftverkehr;" LAK3)";1669.19509732736;0;0;0;0;0;0;0;0;0;1.82214372736;0;1667.3729536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03.02.2022
Bremen;2017;"Küsten- und Binnenschifffahrt";" LAK3)";888.937383959077;0;0;0;0;0;0;0;0;0;0;844.330344464082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.6070394949955;0;0;0;0;0;03.02.2022
Bremen;2017;"Verkehr insgesamt";" LAK3)";20269.3843593547;0;0;0;0;0;0;0;0;0;5304.47539513215;11901.0372362556;1667.3729536;0;0;0;0;94.6448067392074;0;0;0;6.93969956412492;0;0;0;0;0;848.10381566363;0;446.8104524;0;0;0;03.02.2022
Bremen;2017;Haushalte;" LAK3)";19905.0760154665;0;0;0;0;0;22.3943967;0;0;0;44.1765058434167;0;0;3241.46345516369;0;0;8.30904040864517;59.4661660438845;0;0;0;9943.81320570954;0;0;0;0;51.2621709595245;528.338;75.1439478864098;3412.20675965684;0;2518.50236709458;0;03.02.2022
Bremen;2017;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";" LAK3)";11324.4705693729;0;0;0;0;0;0;6.65472908;0;0;78.1924153428476;603.09310318863;0;1217.4554473394;0;0;0;42.5993989478009;0;0;0;4562.04308973379;0;0;0;0;2.73782904047552;76.88088910031931;3.95568817600954;4011.57870989641;0;719.279269527263;0;03.02.2022
Bremen;2017;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";" LAK3)";31229.5465848395;0;0;0;0;0;22.3943967;6.65472908;0;0;122.368921186264;603.09310318863;0;4458.91890250309;0;0;8.30904040864517;102.065564991685;0;0;0;14505.8562954433;0;0;0;0;54;605.2188891003194;79.0996360624193;7423.78546955325;0;3237.78163662184;0;03.02.2022
Bremen;2018;Gewinnung;" LAK3)";15115.9047452972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324.7414383561644;110.2788;1234.1147990182;185.821416;7100.87588302134;81.2359864014709;0;0;0;6078.8364225000005;14.12.2021
Bremen;2018;Bezüge;" LAK3)";144316.697961464;49313.4308747588;0;30606.9025245357;0;0;23.9585153787879;4712.42837310537;0;0;5355.7353942288;12022.5376501447;1775.01669984;4019.32110671828;181.7554871;0;636.3447680037;189.9515140588;0;0;0;34582.8080782625;0;0;0;0;0;896.506975328617;0;0;0;0;0;14.12.2021
Bremen;2018;Bestandsentnahmen;" LAK3)";148.77424;0;0;148.61884;0;0;0;0.1554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;Energieaufkommen;" LAK3)";159581.376946761;49313.4308747588;0;30755.5213645357;0;0;23.9585153787879;4712.58377310537;0;0;5355.73539422883;12022.5376501447;1775.01669984;4019.32110671828;181.7554871;0;636.344768003742;189.95151405887;0;0;0;34582.8080782625;0;324.7414383561644;110.2788;1234.1147990182;185.821416;7997.382858349957;81.2359864014709;0;0;0;6078.8364225000005;14.12.2021
Bremen;2018;Lieferungen;" LAK3)";6010.31414200574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6010.31414200574;0;0;0;14.12.2021
Bremen;2018;Bestandsaufstockungen;" LAK3)";957.60509;953.71493;0;0;0;0;0;0;0;0;0;0.11212;0;3.11452;0;0;0;0.05749;0;0;0;0;0;0;0;0;0;0.60603;0;0;0;0;0;14.12.2021
Bremen;2018;Primärenergieverbrauch;" LAK3)";152613.457714756;48359.7159447588;0;30755.5213645357;0;0;23.9585153787879;4712.58377310537;0;0;5355.73539422883;12022.4255301447;1775.01669984;4016.20658671828;181.7554871;0;636.344768003742;189.89402405887;0;0;0;34582.8080782625;0;324.7414383561644;110.2788;1234.1147990182;185.821416;7996.776828349957;81.2359864014709;-6010.31414200574;0;0;6078.8364225000005;14.12.2021
Bremen;2018;"Umw-Einsatz: Kokereien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";" LAK3), LAK2)";43756.25151;28502.715;0;0;0;0;0;0;0;0;0;0;0;13.419;175.745;0;0;0;0;0;0;8075.343;0;0;0;0;0;3519.041755;0;0;0;0;3469.987755;14.12.2021
Bremen;2018;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";" LAK3)";9268.2956182;3802.086;0;0;0;0;0;0;0;0;0;0;0;37.754;0.778;0;0;0;0;0;0;426.8429832;0;0;0;0;0;2675.2250674999996;0;0;0;0;2325.6095675;14.12.2021
Bremen;2018;"Umw-Einsatz: Industriewärmekraftwerke";" LAK3)";10730.0756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9359.421;1300.181;0;0;0;0;0;0;0;0;0;0;70.4736;14.12.2021
Bremen;2018;"Umw-Einsatz: Kernkraftwerke";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Wasserkraftwerke";" LAK3)";110.2788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.2788;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";" LAK3)";1721.50365337437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315.8594383561644;0;1234.1147990182;131.821416;39.708000000000006;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Heizwerke";" LAK3), LAK2)";1234.6211188;0;0;0;0;0;0;0;0;0;0;0;0;34.724;0;0;0;0;0;0;0;740.9926188;0;0;0;0;0;246.13899999999998;0;0;0;0;212.7655;14.12.2021
Bremen;2018;"Umw-Einsatz: Hochöfen, Konverter";" LAK3)";17906.7708834919;5573.97867800981;0;10750.5538092882;0;0;0;1582.23839619397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Raffinerien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Sonstige Energieerzeuger";" LAK3)";340.880015182293;0;0;0;0;0;0;0;0;0;0;0.00250859728506787;0;0;0;0;95.6347699270079;0;0;0;0;245.242736658;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Einsatz: Insgesamt";" LAK3)";85068.6771990486;37878.7796780098;0;10750.5538092882;0;0;0;1582.23839619397;0;0;0;0.00250859728506787;0;85.897;176.523;0;95.6347699270079;0;0;0;9359.421;10788.602338658;0;315.8594383561644;110.2788;1234.1147990182;131.821416;6480.1138225;0;0;0;0;6078.8364225000005;14.12.2021
Bremen;2018;"Umw-Ausstoß: Kokereien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";" LAK3), LAK2)";17957.367684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17957.367684;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";" LAK3)";6059.4347268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1693.7702748;0;4365.664452;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Industriewärmekraftwerke";" LAK3)";4514.778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4514.778;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Kernkraftwerke";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Wasserkraftwerke";" LAK3)";110.2788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.2788;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";" LAK3)";1612.8011606182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503.4862498182;0;109.3149108;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Heizwerke";" LAK3), LAK2)";938.086524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;938.086524;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Hochöfen, Konverter";" LAK3)";17906.7708834919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17906.7708834919;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Raffinerien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Sonstige Energieerzeuger";" LAK3)";194.818369927008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.6347699270079;0;0;0;0;0;0;0;0;0;0;0;0;99.1836;0;0;0;14.12.2021
Bremen;2018;"Umw-Ausstoß: Insgesamt";" LAK3)";49294.3361488372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.6347699270079;0;0;0;17906.7708834919;0;0;0;0;0;0;0;0;25878.8646086182;0;5413.0658868;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Kokereien";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Kraftwerke, Heizwerke";" LAK3)";2098.90908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2098.90908;0;0;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";" LAK3)";17.255984;0;0;0;0;0;0;0;0;0;0;0;0;0.459;0;0;0;0;0;0;0;12.659;0;0;0;0;0;0;0;4.137984;0;0;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Sonstige Energieerzeuger";" LAK3)";221.861377418204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137.148866618204;0;84.7125108;0;14.12.2021
Bremen;2018;"Umw-Verbrauch: Insgesamt";" LAK3)";2338.0264414182;0;0;0;0;0;0;0;0;0;0;0;0;0.459;0;0;0;0;0;0;0;12.659;0;0;0;0;0;0;0;2240.1959306182;0;84.7125108;0;14.12.2021
Bremen;2018;"Fackel- und Leitungsverluste";" LAK3)";3211.49133976794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1076.27949937368;0;0;8.882;0;0;0;0;0;975.10024039425;0;1151.2296;0;14.12.2021
Bremen;2018;"Energieangebot nach Umwandlungsbilanz";" LAK3)";111289.598883358;10480.936266749;0;20004.9675552475;0;0;23.9585153787879;3130.3453769114;0;0;5355.73539422883;12022.4230215474;1775.01669984;3929.85058671828;5.2324871;0;636.344768003742;189.89402405887;0;0;7471.07038411825;23781.5467396045;0;0;0;0;54;1516.663005849957;81.2359864014709;16653.2542956;0;4177.123776;0;14.12.2021
Bremen;2018;"Nichtenergetischer Verbrauch";" LAK3)";749.512574171162;0;0;0;0;0;0;119.200566532313;0;0;0;0;0;0;0;0;630.312007638849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Statistische Differenzen";" LAK3)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;Endenergieverbrauch;" LAK3)";110540.086309187;10480.936266749;0;20004.9675552475;0;0;23.9585153787879;3011.14481037908;0;0;5355.73539422883;12022.4230215474;1775.01669984;3929.85058671828;5.2324871;0;6.03276036489357;189.89402405887;0;0;7471.07038411825;23781.5467396045;0;0;0;0;54;1516.663005849957;81.2359864014709;16653.2542956;0;4177.123776;0;14.12.2021
Bremen;2018;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";" LAK3)";62104.4503444939;10480.936266749;0;20004.9675552475;0;0;0;3011.14481037908;0;0;0;21.234;0;170.468;0;0;0;2.085;0;0;7471.07038411825;11305.18;0;0;0;0;0;8.276;0;8622.086328;0;1007.002;0;14.12.2021
Bremen;2018;Schienenverkehr;" LAK3)";718.061288674805;0;0;0;0;0;0;0;0;0;0;200.01981702579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.5003936490154;0;506.541078;0;0;0;14.12.2021
Bremen;2018;Straßenverkehr;" LAK3)";16502.6207025048;0;0;0;0;0;0;0;0;0;5243.01665179212;10361.0265219359;0;0;0;0;0;90.7389087259781;0;0;0;5.92975732526537;0;0;0;0;0;797.308862725558;0;4.6;0;0;0;14.12.2021
Bremen;2018;Luftverkehr;" LAK3)";1777.04470506528;0;0;0;0;0;0;0;0;0;2.02800522528;0;1775.01669984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2018;"Küsten- und Binnenschifffahrt";" LAK3)";898.451298334181;0;0;0;0;0;0;0;0;0;0;840.083231508316;0;4.8339264;5.2324871;0;0;0;0;0;0;0;0;0;0;0;0;48.3016533258646;0;0;0;0;0;14.12.2021
Bremen;2018;"Verkehr insgesamt";" LAK3)";19896.1779945791;0;0;0;0;0;0;0;0;0;5245.0446570174;11401.12957047;1775.01669984;4.8339264;5.2324871;0;0;90.7389087259781;0;0;0;5.92975732526537;0;0;0;0;0;857.110909700438;0;511.141078;0;0;0;14.12.2021
Bremen;2018;Haushalte;" LAK3)";18828.6767865119;0;0;0;0;0;23.9585153787879;0;0;0;40.5460575866017;0;0;2814.81842251278;0;0;6.03276036489357;63.5504856666939;0;0;0;8923.71595002688;0;0;0;0;51.6680549901356;571.212;75.0789087748538;3455.16224222748;0;2802.93338898282;0;14.12.2021
Bremen;2018;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";" LAK3)";9710.78118360194;0;0;0;0;0;0;0;0;0;70.1446796248209;600.059451077369;0;939.730237805499;0;0;0;33.5196296661983;0;0;0;3546.72103225236;0;0;0;0;2.3319450098644;80.06409614951801;6.15707762661706;4064.86464737252;0;367.188387017178;0;14.12.2021
Bremen;2018;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";" LAK3)";28539.4579701139;0;0;0;0;0;23.9585153787879;0;0;0;110.690737211423;600.059451077369;0;3754.54866031828;0;0;6.03276036489357;97.0701153328922;0;0;0;12470.4369822792;0;0;0;0;54;651.2760961495184;81.2359864014709;7520.0268896;0;3170.121776;0;14.12.2021
Bremen;2019;Gewinnung;;13810.3325870076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310.82943835616436;106.6932;1503.46039165055;194.195255627569;6275.600805389074;101.468605984214;0;0;0;5318.08489;14.12.2021
Bremen;2019;Bezüge;;134353.316823971;39816.02082;0;29692.94014;0;0;21.17153584;3519.93118272;0;0;5395.1672670779;12154.0057277968;1419.09590592;5307.1012768;165.10814;0;630.0122449021;204.5241527672;0;0;0;35121.1089519009;0;0;0;0;0;907.129478246492;0;0;0;0;0;14.12.2021
Bremen;2019;Bestandsentnahmen;;1171.93500190657;566.24318;0;0;0;0;0;0.1554;0;0;0;0.11212;0;0;19.76186;0;0;0.17522;0;0;0;585.487221906569;0;0;0;0;0;0;0;0;0;0;0;14.12.2021
Bremen;2019;Energieaufkommen;;149335.584412886;40382.264;0;29692.94014;0;0;21.17153584;3520.08658272;0;0;5395.16726707795;12154.1178477968;1419.09590592;5307.1012768;184.87;0;630.012244902108;204.699372767239;0;0;0;35706.5961738075;0;310.82943835616436;106.6932;1503.46039165055;194.195255627569;7182.730283635566;101.468605984214;0;0;0;5318.08489;14.12.2021
Bremen;2019;Lieferungen;;4978.22097897291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4978.22097897291;0;0;0;14.12.2021
